blogs_count,brief_intro,comment_count,concern_count,content,label,followers_count,forward,like,mid,name,time,url
4807,中国食品报网作为中国食品报惟一的官方新闻网站，全面服务于我国食品行业健康发展。,,319,发表了博文《北京赤峰对接冬奥会期间食安合作》　　本报讯（记者赵会生）近日，北京市食安办副主任、北京市食药监局副局长王福义一行来到内蒙古赤峰市，就京赤两地共同构建北京冬奥会食品安全“区域协作基地保障全程O北京赤峰对接冬奥会期间食安合作,2,400,,,4.25477E+15,中国食品报社,2018/6/25 12:22,
,comment,4.19695E+15,,2018年张艺谋新片《影》。,2,,,,4.19694E+15,甜甜的茂茂,2018/1/17 2:45,
,comment,4.21061E+15,,该上面出面的时候都做缩头乌龟，运动员受到不公平待遇都不敢直骂,1,,,,4.21057E+15,王豆包和王豆豆,2018/2/23 15:46,https://weibo.com/5593238412
,comment,4.22007E+15,, 不容易，点赞,3,,,,4.21998E+15,小麦哈哈哈哈 ,2018/3/21 17:44,https://weibo.com/u/3970516530?refer_flag=1001030106_
,comment,4.21142E+15,,听到背景音乐一种自豪感油然而生,3,,,,4.21142E+15,Shero10,2018/2/25 20:57,https://weibo.com/3847006699
,comment,4.20083E+15,, 没，我自己YY而已,1,,,,4.20083E+15,被抢了的卡卡卡布奇 ,2018/1/27 15:42,https://weibo.com/u/3511485414?refer_flag=1001030106_
45522,北京商报官方微博,1,429,#2018看世界杯# 【借力世界杯 乳企争夺国内市场】在伊利获得2022年北京冬奥会赞助权后，蒙牛也登陆国际顶级赛事。火热进行的俄罗斯世界杯上，蒙牛的广告出现在赛场边的滚动广告牌上，与阿迪达斯、起亚等国际品牌同屏展示。值得一提的是，蒙牛旗下的雅士利也成为俄罗斯世界杯官方指定奶粉。近年来，国内各乳企频繁赞助国际赛事提升曝光度，同时在海外建厂。业内人士认为，国内乳企的海外战略能够提升自身国际影响力。但是，对于目前海外业务并不强的国内乳企来说，借助国际背景，提升品牌在国内市场的竞争力，才是国内乳企“出海”的主要目的。O网页链接 收起全文d,2,2491784,,1,4.25268E+15,北京商报,2018/6/19 17:50,
32859,北京晚报官方网站,,178,【北京冬奥会项目首设倒计时牌 国家速滑馆6月“跃”出地面】今天上午，一座高6米、宽3米的倒计时牌竖立在有“冰丝带”之称的国家速滑馆基坑南侧，倒计时牌上醒目地显示着距离2019年12月31日还有整整600天。从今天开始，北京和延庆赛区在建冬奥项目将陆续设置倒计时牌。O北京冬奥会项目首设倒计时牌 国家速滑馆6月“跃”出地面,2,6657671,1,7,4.23787E+15,北京晚报北晚新视觉网,2018/5/9 21:00,
,comment,4.20263E+15,,冬季奥运会为什么不放在哈尔滨等城市！北京已经很发达了，学学法国吧。戛纳电影节，干干有利于整个国家发展的好事！,1,,,,4.20227E+15,唯美下午茶,2018/2/1 14:46,https://weibo.com/1904747693
,comment,4.19948E+15,,一转眼已经是14年前了，那会儿我还是个孩子，再一次回看北京8分钟，还是会心情澎湃，满满的感动。期待2018年属于北京的8分钟，祝福祖国,3,,,,4.19929E+15,脱发少女YOYO,2018/1/23 22:28,https://weibo.com/5520054934
,comment,4.25341E+15,,冰壶，用欧洲步可以把前面的壶全撞开了,2,,,,4.25338E+15,Allen_Ycy,2018/6/21 17:51,https://weibo.com/5145870524
,comment,4.25475E+15,,北斗越来越成熟了,3,,,,4.25473E+15,单身最HAPPY,2018/6/25 10:43,https://weibo.com/3273202235
,comment,4.21996E+15,,看的真的是热泪盈眶啊！#中国短道速滑队#,3,,,,4.21974E+15,·Doli_,2018/3/21 11:02,https://weibo.com/5524431382
,comment,4.21276E+15,,工作清闲，羡慕。,3,,,,4.21276E+15,我吃肉不算浪费我能胖,2018/3/1 13:57,https://weibo.com/3040215645
,comment,4.25338E+15,,敢不敢再恶心一点,1,,,,4.25338E+15,real-_-madrid,2018/6/21 16:23,https://weibo.com/3135589753
,comment,4.20228E+15,,萌萌你是真的棒！??,3,,,,4.20227E+15,Qiana是一个耿直girl,2018/1/31 15:43,https://weibo.com/1777677427
,comment,4.20235E+15,,可以关注,2,,,,4.20227E+15,性感体魂刚哥,2018/1/31 20:26,https://weibo.com/gangge888888
,comment,4.25097E+15,,为了保存那段录音试了好几款录屏软件,2,,,,4.25097E+15,小祝同学啊,2018/6/15 0:43,https://weibo.com/3603061467
,comment,4.25338E+15,,最适合短道速滑 爆发力会很强@CCTV5  大胡子辨识度也高 哈啊哈哈,2,,,,4.25338E+15,暶璇嫙,2018/6/21 16:22,https://weibo.com/5979050290
18379,新浪体育高级记者,,300,#2018平昌冬奥会#韩国速滑冠军与冬残奥会首金彼此祝福 憧憬2022北京(同步自@新浪看点) O韩国速滑冠军与冬残奥会首金彼此祝福 憧憬2022北京,2,742775,,3,4.2204E+15,何霞-虾说Sports,2018/3/22 15:57,
73,她还没有填写个人简介,,141,2018年1月28日晚19：00世界班迪锦标赛男子（B组）赛事开幕式在哈尔滨体育学院大学生滑冰馆隆重举行！黑龙江省政府副省长孙东生先生，国际班迪联合会秘书长波尼曼先生，北京2022年冬奥会和冬残奥会组委会人力资源部部长闫成先生，北京2022年冬奥会和冬残奥会组委会顾问赵英刚先生，黑龙江省政府副秘书长邢爱国先生，黑龙江省教育厅厅长赵国刚先生，哈尔滨市政府副市长陈远飞女士，哈尔滨体育学院校长朱志强先生，国际班迪联合会奥运推进委员会委员、中国班迪协会副主席、北京昆仑鸿星冰球俱乐部主席赵晓宇先生 等领导出席开幕式，并由黑龙江省体育局局长杨涛主持开幕式活动。体育艺术学院再次登上冰雪舞台，他们克服严寒，对自己高标准，严要求，呈现出独具匠心的冰上盛宴。当然这更离不开每位老师的细心指导和辛苦付出，开幕式节目从最初的编排，到中期的创意，再到最后节目的呈现，“全民皆冰·冰陆结合”的想法一步步变成现实。通过创编舞蹈、搭建冰上舞台，让世界人民感受到冰上表演与民族文化结合的强劲脉搏。更多精彩微信搜索公众号哈体院体育艺术系学生会！ 2哈尔滨·哈尔滨体育学院 收起全文d,2,594,,10,4.2015E+15,哈体院体育艺术系青年新媒体中心,2018/1/29 12:04,
16311,中央电视台节目推介官方微博,,136,#新时代 新作为 新篇章# 习近平总书记指出，广泛开展全民健身活动，加快推进体育强国建设，筹办好北京冬奥会、冬残奥会。随着冬奥会正式进入“北京周期”，北京市全面落实“绿色、共享、开放、廉洁”的办奥理念，以时不我待的紧迫感，抓好各项筹办工作。点击视频，一起到《新闻联播》里了解一下吧！ L央视微C的微博视频 收起全文d,2,3095747,,,4.25364E+15,央视微C,2018/6/22 9:30,
,comment,4.21249E+15,,好棒,3,,,,4.21245E+15,猫喵喵0_00_0,第46楼 2018-2-28 19:44,https://weibo.com/5856621431
,comment,4.25257E+15,, ？？？？你怎么回事？,2,,,,4.25256E+15,怪物阿甜 ,2018/6/19 10:17,https://weibo.com/u/2606392312?refer_flag=1001030106_
86279,解放军报、中国军网法人微博,11,825,【央视专访张艺谋：平昌“北京8分钟”表演主题基本确定为“2022，相约北京”】2018韩国平昌冬奥会开幕在即，负责执导闭幕式交接仪式“北京8分钟”的张艺谋，正带领主创团队进行赴平昌前的最后彩排。平昌 “北京8分钟”定位是什么？将呈现怎样的表演？来听听他是怎么说的↓L央视新闻的秒拍视频,2,20229916,22,96,4.19724E+15,军报记者,2018/1/17 18:00,
,comment,4.23373E+15,,巴啦啦小魔仙不枉我看到两点半然后六点起床，太萌了,2,,,,4.23372E+15,蓝陌锦,2018/4/28 10:30,https://weibo.com/5517708224
,comment,4.20248E+15,,请恕我直言，这是响应??菊号召跨界吧…… 不觉得这样能达到多高的竞技水准，业余玩玩倒不错，术业有专攻。当然，也要为你加油！,3,,,,4.20227E+15,董小参,2018/2/1 5:00,https://weibo.com/1803668033
,comment,4.1975E+15,,加我一个 平昌怀挺听到吐?????♀?,3,,,,4.1975E+15,HaruWithU,2018/1/18 11:55,
6624,中央电视台少儿频道官方微博,,596,#新闻袋袋裤# 平昌冬奥会的闭幕式上，中国作为下届冬奥会主办国，奉献了《2022相约北京》8分钟文艺表演，想知道这场高科技助力的表演中，背后都有哪些秘密吗？一起来跟着@主持人阳光姐姐Sunny 和小记者们来探索背后的秘密吧！L央视少儿的秒拍视频,2,1276967,3,11,4.21276E+15,央视少儿,2018/3/1 14:00,
,comment,4.19695E+15,,不愧是国师,3,,,,4.19694E+15,Jocelyn-jia佳,2018/1/16 22:33,https://weibo.com/2204712907
,comment,4.22086E+15,, 记得周洋姐经常说这么一句话“能超越自己的人都是超人”[加油]你已经做到了超人，愿今后的生活健康又美好@周洋咩咩,2,,,,4.22085E+15,心比天大的曹XX ,2018/3/23 22:20,https://weibo.com/u/3177773170?refer_flag=1001030106_
,comment,4.21978E+15,,记得当年一个纪录片《张艺谋的2008》，不知道有人看过没,2,,,,4.21975E+15,i晚场电影,2018/3/20 23:08,https://weibo.com/3175649493
21,他还没有填写个人简介,,95,"#世界看我新长征#
打卡第十一天 一公里
今天很开心 窝很开心 谢谢大老板
@北京2022年冬奥会 @此木玺水",2,6,,2,4.25169E+15,不吃甜的小鱼干8,2018/6/16 23:57,
26378,资讯视频自媒体,,2006,【他是匈牙利短道速滑奥运冠军 更是东北段子手】近日，匈牙利短道速滑奥运冠军刘少林做客人民网。除了说得了一口流利的东北话，还能中文、英文、匈牙利语三种语言随机切换，刘少林也用三种语言表达了自己对2022年北京冬奥会的期待。L人民网人民电视的秒拍视频,2,337109,,,4.25369E+15,听了个事儿,2018/6/22 12:47,
,comment,4.1991E+15,,好一颗青涩糖,3,,,,4.19907E+15,倔强不屈的米修米修s,2018/1/23 2:12,
,comment,4.24868E+15,,哈哈哈火星人＋1,3,,,,4.24868E+15,入梦吃茶,2018/6/10 3:41,
,comment,4.25039E+15,,#张家口新鲜事# 【雄安新区、冬奥会张家口赛区将先行建设5G网络】,2,,,,4.25038E+15,张家口生活,2018/6/13 9:45,https://weibo.com/5564809891
,comment,4.20256E+15,,厉害了,3,,,,4.20227E+15,西伯利亚的兔兔,2018/2/1 10:07,https://weibo.com/2233450451
,comment,4.20264E+15,,谢谢，补课。,2,,,,4.20264E+15,一个人的泳迷,2018/2/1 16:04,
,comment,4.19952E+15,,感叹自己老了,1,,,,4.19929E+15,Eva想喝冰阔落,2018/1/24 1:23,https://weibo.com/2642851352
,comment,4.19949E+15,,以前办奥运会是因为没办过，所以期待激动，要把最好的呈现给世界，在办的话我觉得没必要,1,,,,4.19929E+15,周米粥zs,2018/2/10 20:17,
,comment,4.20124E+15,,这个平昌八分钟有我们学校的志愿者,2,,,,4.20039E+15,汤里有只鲸,2018/1/28 19:10,https://weibo.com/3200553994
,comment,4.21561E+15,, 哈尔滨长春的山没有达到冬奥会举办高山滑雪等项目的山体落差和高度,1,,,,4.21254E+15,好運Victor ,2018/3/9 10:36,https://weibo.com/u/5013347310?refer_flag=1001030106_
2754,中体在线网官方微博,,230,【中国力量助力平昌 重庆小伙阙颂洋的冬奥“志愿梦”】距离2018年平昌冬奥会开幕还有22天，1月12日，113名来自全国各地的志愿者齐聚北京，短暂的培训后，他们将在近期陆续奔赴平昌。然而在今年的冬奥会上，除了有以中国志愿服务联合会为组织的志愿者前往平昌服务冬奥，一些通过官网以个人名义报名的国内志愿者也将出现在冬奥会的现场——来自重庆的26岁小伙阙颂洋就是其中的一员。 O网页链接 收起全文d,2,29213,1,5,4.1975E+15,中体在线网,2018/1/18 11:35,
,comment,4.21279E+15,,厉害！特佩服剪纸大师们,3,,,,4.21276E+15,高原希惠,2018/3/1 15:37,https://weibo.com/5074965950
,comment,4.20224E+15,,2010年温哥华冬奥会  开幕之前发生的惨案,1,,,,4.20224E+15,可恶的昕昕昕,2018/1/31 13:38,
40860,醉后不知天在湖,,244,"平昌冬奥会的时候
我们看冰球赛 我爸妈问我：中国队呢？怎么没看到。
我很淡定的回答：没来。
听起来有点不惜的来的意思
大家都懂了就行了

后来扫冰时不是放《冰球冰球》（或者类似）展望北京冬奥会，吴为在那儿一通狂忽悠，，，
我麻麻翘着腿窝在单人沙发上竖着耳朵听，听了一会儿，明白了北京冬奥会中国冰球队铁定能参加，竟然开始欢呼：“噢～～！我要给中国队加油了！”

我真是又吃惊又感动！
只要看了都会被体育比赛圈粉的 实践证明。 收起全文d",2,467,,,4.2208E+15,赛加羚羊,2018/3/23 18:04,
,comment,4.2548E+15,,我要立志去当志愿者????,2,,,,4.2548E+15,yu_柚子_zu,2018/6/25 14:32,
,comment,4.24605E+15,,来年再战！,2,,,,4.24603E+15,虢凝易氢,2018/6/1 10:41,https://weibo.com/6399685527
,comment,4.21247E+15,,来自北京体育大学的轮滑演员和24个带着透明冰屏的智能机器人，象征着第24届北京冬奥会。他们借助高科技实现的影像变换，在舞台上滑出漂亮的曲线轨迹，与智能机器人相映成趣，带来了一场融合科技与文化的视听盛宴。,3,,,,4.21245E+15,可园的钢琴,第33楼 2018-2-28 18:41,https://weibo.com/5913740194
,comment,4.24221E+15,,加油,3,,,,4.24221E+15,西瓜味的灯泡,2018/5/21 20:32,https://weibo.com/2330511800
,comment,4.22182E+15,, 小姐姐如果可以带着我一起呗,3,,,,4.19572E+15,我是伏先森丶 ,2018/3/26 14:00,https://weibo.com/u/6327419641?refer_flag=1001030106_
,comment,4.23248E+15,," 你好，你在微博里提到的""韩天宇""已开通超话，进超话和其他小伙伴一起聊聊吧~~戳→ →http://t.cn/RmIleEx 超话",2,,,,4.23248E+15,超话社区 ,2018/4/24 23:41,https://weibo.com/u/5878659096?refer_flag=1001030106_
,comment,4.2534E+15,, hockey 冰球，跟篮球相似，都是团队项目，激情与碰撞,2,,,,4.25338E+15,ball913,2018/6/21 17:21,https://weibo.com/5961147111
,comment,4.19721E+15,,方阵，对，就是方阵，屡试不爽,3,,,,4.19719E+15,Lauzo,2018/1/17 15:45,https://weibo.com/2087672501
,comment,4.19695E+15,,我不是平昌的，我是巴中，恩阳的，现在在沈阳,2,,,,4.19694E+15,柠檬精男人,2018/1/16 23:20,
35188,CCTV-4中文国际频道官方微博,,326,【苟仲文：4年努力练兵 102全项目参赛】#北京2022年冬奥会#，我们有哪些工作要开展？国家体育总局苟仲文表示，平昌冬奥会成绩不够理想，但是涌现出了一批新人，在一些雪上项目，我们取得了突破。作为中国体育健儿，接下来4年要努力练兵，我们做出承诺，102个全项目参赛，都要取得资格。L央视新闻的微博视频 收起全文d,2,3692693,1,6,4.21926E+15,CCTV4,2018/3/19 12:28,
,comment,4.21326E+15,,好好玩。注意安全！A字形，身体前倾，走你～～～,2,,,,4.21325E+15,哈先生Harry,2018/3/2 22:59,
,comment,4.2538E+15,,跳雪，我觉得他人高马大，肯定飞的远,2,,,,4.25338E+15,BradKan,2018/6/22 19:51,https://weibo.com/5062393620
,comment,4.25087E+15,, 美美哒,3,,,,4.24827E+15,韦wbb ,2018/6/14 17:47,https://weibo.com/u/5341793884?refer_flag=1001030106_
46021,河北省人民政府新闻办公室官方微博,3,593,#美丽河北我的家#【2022年，我们河北见！】平昌冬奥会闭幕式顺利举行。闭幕式上，北京作为下届冬奥会的主办城市，从平昌“手中”接过了奥运旗帜，现场升中国国旗奏中国国歌，标志着冬奥会正式进入北京时间。北京2022年冬奥会计划使用25个场馆。场馆分布在3个赛区，分别是北京赛区、延庆赛区和张家口赛区...详戳↓↓ 收起全文d,2,2607210,3,6,4.21243E+15,河北发布,2018/2/28 16:05,
,comment,4.20232E+15,,你怎么就知道自己有资格参加呢？,1,,,,4.20227E+15,罗杰·费德勒,2018/1/31 18:43,https://weibo.com/5164115216
,comment,4.19694E+15,,有很多好导演的，我们眼界不到就不要瞎说，只是张艺谋德高望重，确保万无一失而已。攀高踩底不是中国人的做法好不啦,1,,,,4.19694E+15,Even澧墨,2018/1/16 22:42,
,comment,4.20507E+15,,加油！↖(^ω^)↗,3,,,,4.20227E+15,___逆光飞行,2018/2/8 8:31,https://weibo.com/3217834964
,comment,4.22145E+15,,洋姐讲的超棒,3,,,,4.22084E+15,南瓜土豆猫妖,2018/3/25 13:26,
,comment,4.20239E+15,,放眼过去天天真的好白,3,,,,4.20231E+15,Vw蚯蚓酱,2018/1/31 23:14,https://weibo.com/sjbndlan
,comment,4.1973E+15,,这话说的好，并不是五千年的历史才是中国的全部，现在的中国也是中国，我们要在世界面前展现我们发展的成果，当今的中国,2,,,,4.19728E+15,邱宇法,2018/1/17 22:11,https://weibo.com/5342539039
20985,陕西省汉中市西乡县人民检察院官方微博,,274,"【""北京8分钟""背后的故事】平昌冬奥会闭幕式，""北京8分钟""惊艳世界！24名轮滑演员与24个带有透明冰屏的智能机器人翩跹起舞，向全世界发出来自中国的邀请。而这完美呈现的背后，却是风雨无阻的演练，直到分毫不差…戳↓↓听北京体育大学的师生们讲述冬奥会背后的故事！LCCTV欢乐中国人的秒拍视频 @陕西检察 @汉中市检察院 收起全文d",3,1000,,1,4.21978E+15,西乡县检察院,2018/3/20 22:45,
,comment,4.21245E+15,,没错,2,,,,4.2124E+15,TDD的迷弟,2018/2/28 17:32,
,comment,4.19696E+15,,#2008已经是十年前了# 北京冬奥会——2022相约北京！,2,,,,4.19694E+15,Harvey炘,2018/1/16 23:45,https://weibo.com/shenjiaxinxinlang
,comment,4.21282E+15,,大熊猫好可爱。冬奥会一定很精彩。中国会越来越强大。,3,,,,4.21275E+15,小诺Vickie,2018/3/1 17:49,https://weibo.com/xiaonuohengli
,comment,4.21142E+15,,相约北京,2,,,,4.21142E+15,鹿晗关晓彤多久能分手,2018/2/25 20:57,
,comment,4.21274E+15,,@鹿颜色  哈哈哈,3,,,,4.21256E+15,Lu鹿_M,2018/3/1 12:51,https://weibo.com/2299557237
57033,临沂市环境保护局官方微博,2,1295,#环保资讯# #第五届北京生态环境文化周#2020年冬奥会已经进入倒计时，全球目光都在聚焦北京，在今天这个重要节日，北京东奥组委总策划部副部长李森发起了#绿色家园 绿色冬奥# 的倡议，大家快来畅所欲言吧,2,336509,18,5,4.24615E+15,临沂环境,2018/6/1 17:01,
295,他还没有填写个人简介,,140,快来@搜狐视频 和我一起看 快来观看我的最新视频：冬奥会正式进入北京时间 “北京八分钟”精彩上演&nbsp;吧！ L冬奥会正式进入北京时间 “北京八分钟”精彩上演,2,65,,1,4.21243E+15,光盘客网络科技,2018/2/28 15:58,
,comment,4.22249E+15,, 宣化有站吗..,2,,,,4.22248E+15,腿腿椰子阔 ,2018/3/28 10:05,https://weibo.com/u/3988205667?refer_flag=1001030106_
,comment,4.24276E+15,,期待,3,,,,4.24246E+15,50_____606504710730,2018/5/23 8:25,https://weibo.com/6504710730
138,2009年至今，股市，金市，现货，期货……市场起起伏伏折腾了很多年，觉得自己还是行业的学习者，无时无刻...,1,188,明日（1月9日）朝韩双方将在板门店韩方一侧“和平之家”举行高级别会谈。周日，韩国统一部表示韩朝此次会谈双方代表名单已经确定，会谈将于北京时间9点开始，双方将重点讨论朝鲜参加平昌冬奥会，同时会商讨改善韩朝关系相关事宜。,2,31,1,,4.19401E+15,智鑫在线,2018/1/8 20:24,
,comment,4.24868E+15,,男神瘦好多了,2,,,,4.24868E+15,牛MOMO王,2018/6/8 16:53,https://weibo.com/h6h6
,comment,4.20039E+15,,张艺兴啊,2,,,,4.20039E+15,砚未寒,2018/1/26 10:57,https://weibo.com/2833975263
3478,北京2022年冬奥会和冬残奥会组织委员会官方微博,,187,1月25日，由中国残联主办，辽宁省残联承办的“第二届中国残疾人冰雪运动季走进残疾人主题活动暨辽宁主场活动”在沈阳市举行。在启动仪式上，近百名残疾人及其亲友共同参与体验残疾人家庭打雪仗、雪地拔河和太极球等大众冰雪健身活动，共享冰雪魅力，为#北京2022#年冬奥会和冬残奥会助力。,2,500873,,11,4.20054E+15,北京2022年冬奥会,2018/1/26 20:22,
3489,北京2022年冬奥会和冬残奥会组织委员会官方微博,,187,日前，北京市体育局举办了备战北京2022年冬奥会雪上项目跨界跨项选材测试活动来自北京各区体校、北京市体育局各直属训练单位、部分高校和有关协会的近300人参加了测试本次测试活动主要是为雪车、钢架雪车、雪橇、高山滑雪、自由式滑雪U型场地、单板滑雪U型场地、大跳台等7个雪上项目选拔优秀竞技体育人才[加油]期待跨界跨项小伙伴出现在#北京2022#的舞台（图/千龙网） 收起全文d,2,518823,,63,4.24722E+15,北京2022年冬奥会,2018/6/4 16:00,
,comment,4.21252E+15,, 嗯嗯，,2,,,,4.21243E+15,21g灵魂总有安放 ,2018/2/28 21:44,https://weibo.com/u/6233910127?refer_flag=1001030106_
,comment,4.25341E+15,,冰球???,2,,,,4.25338E+15,巴拉巴拉小魔仙plus,2018/6/21 18:01,https://weibo.com/5593806785
,comment,4.20084E+15,,2022年的奥运会又在北京开幕吗,1,,,,4.19694E+15,暖通师兄,2018/1/27 16:32,https://weibo.com/6178896087
12336,头条文章作者,,618,#2018年平昌冬奥会##北京8分钟# ，大家期待吗？那下面我们带着期待的心情，一起重温下 #雅典奥运会# 闭幕式上的北京8分钟~ #奥运会##2022年北京冬奥会# L奥林匹克运动会的微博视频,2,52070,,,4.19912E+15,鄂尔多斯刘秉哲,2018/1/22 22:19,
,comment,4.20232E+15,,因为北京啊这个,1,,,,4.20039E+15,周周周周周可温_,2018/1/31 18:43,
,comment,4.19949E+15,,哇 不知不觉都过了十年了 一直以为是前两年的事 哎 刘欢的我you  and me 还有我家大门常打开 ……哎 祖国啊！你又长大十岁了 希望我也能像你这样 越来越好,3,,,,4.19929E+15,ChEn阿士,2018/1/23 22:59,https://weibo.com/5232461247
,comment,4.21252E+15,,我哒崔莹呆酱又出动了，百感交杂无论如何，这绝对是一个唯一的肯定@李敏镐 #always李敏镐# #李敏镐#,3,,,,4.21248E+15,M大雄爱上猫,2018/2/28 22:20,https://weibo.com/1864477413
,comment,4.19708E+15,,老张不是超生游击队么，国家没封杀么,1,,,,4.19694E+15,E-striving,2018/1/17 7:19,https://weibo.com/1930529263
,comment,4.2145E+15,,你两都,2,,,,4.21325E+15,民宿说说,2018/3/6 9:22,
,comment,4.24214E+15,, 加油 努力总会有收获,3,,,,4.24212E+15,王鹏宇粉丝后援会 ,2018/5/21 15:28,https://weibo.com/u/6504373956?refer_flag=1001030106_
,comment,4.19974E+15,,茉莉花女子组合的衣服一言难尽，跟东北大炕同款吧,1,,,,4.19929E+15,風信子_Hyacinthus,2018/1/24 15:35,https://weibo.com/2684495443
,comment,4.2004E+15,,重温2004年雅典奥运会闭幕式的“北京八分钟”。不知道这次平昌冬奥会的“北京八分钟”会是个什么样子，希望多展现当代中国风貌、先进科技什么的···,1,,,,4.20039E+15,杨润辉,2018/1/26 11:14,https://weibo.com/2687540982
,comment,4.20252E+15,,注意安全,3,,,,4.20227E+15,朱旭95900,2018/2/1 7:38,https://weibo.com/5173611526
2797,体育大生意官方微博,,467,随着2022年北京-张家口联合申办冬奥会成功，国家体育总局积极推动“三亿人上冰雪”工作，全国各地对于冰雪项目的推广得到了广泛落实。高山滑雪作为冬奥会的一个重要项目，逐渐走进越来越多人的视野当中。本次“魔雪·新浪杯高山滑雪公开赛”也是新浪体育践行“三亿人上冰雪”而做出的一个新的尝试。 O押注冰雪自主赛事IP 新浪体育要做体育产业改革“弄潮儿” 收起全文d,2,100578,,1,4.20193E+15,体育大生意,2018/1/30 16:25,
17332,中国国际广播电台英语环球官方微博,,408,#环球现场#【出征平昌 中国立旗】参加2018年#平昌冬奥会# 的中国体育代表团1月31日在北京成立。本届冬奥会中国共获得82个参赛资格。其中，雪车、钢架雪车等冬奥项目是中国历史上首次派出运动员参赛。平昌冬奥会将于2月9日至2月25日在韩国平昌、江陵等地举行，中国运动员将参加5个大项、12个分项、55个小项的较量。（记者：李晋、彭延媛） 收起全文d,2,1709634,,4,4.20228E+15,英语环球广播,2018/1/31 16:04,
10490,??~?????,19,226,"#李敏镐# @李敏镐 #李敏镐平昌冬奥会宣传大使# 20180228 KBS 5点新闻 节录 李敏镐 祝贺 2022年北京冬奥会视频
＂大家好！我是李敏镐！2022? ??? ?? ??? ??? ???? ??????.＂
(大家好！我是李敏镐！衷心祝贺2022年北京冬季奥运会申办成功)
新闻来源：O网页链接 Lvin_minoz的秒拍视频 收起全文d",2,438,65,128,4.21246E+15,vin_minoz,2018/2/28 18:18,
134,她还没有填写个人简介,,80,"活力优益C#喝彩世界杯# 我在微博参与【“瑞典vs韩国”赛事竞猜：猜全场胜平负,选择了瑞典胜】。快来跟我比比谁的预测更准吧！玩赚世界杯竞猜赢取千万现金及豪礼哦！@yeartxluuu @REnextop极限玩家 @北京2022冬奥会志愿者 体育竞猜",2,74,,,4.25221E+15,I--以梦为马-,2018/6/18 10:43,
,comment,4.25348E+15,,足球,2,,,,4.25338E+15,球奇哥Lucky_,2018/6/21 23:01,https://weibo.com/2506735160
139608,媒体人,,3122,#北京身边事#【北京冰丝带即将“破土而出” 赛后将成“冰上迪斯尼”】再过不到20天，作为北京2022年冬奥会标志性建筑的国家速滑馆就要“破土而出”了，工人们上午正在进行最后区域的施工。未来的体育场馆不是有比赛时才会被想起的地方。有着世界上规模最大的单层双向正交马鞍形索网屋面的“冰丝带”，独特采用了1.2万平方米的全冰面设计，不仅冬奥会期间将承担大道速滑项目的比赛和训练，赛后也可转换为让市民进行大众冰上活动的“冰上迪斯尼”。想象一下，未来当你来到国家速滑馆进行冰上项目培训时，你的脚下就是奥运选手们曾进行训练的场地。国家速滑馆公司党委书记、董事长武晓南还透露，考虑到可持续利用，国家速滑馆的土地上还预留了空间，未来可进行附属冰球馆的设计。（来源:北京晚报 记者 赵莹莹/文 阎彤/摄）#北京生活# 收起全文d,2,1696481,,6,4.25014E+15,记者杜利勇,2018/6/12 17:21,
,comment,4.19979E+15,,舞台忒小，施展不开,1,,,,4.19929E+15,降沈先生,2018/1/24 18:45,https://weibo.com/5943863249
,comment,4.19719E+15,,平昌东奥什么时候开幕？,2,,,,4.19694E+15,是杨逍不是无忌,2018/1/17 14:30,https://weibo.com/5940894832
171,致自己,1,131,"冰壶世界杯——向世界展现城市风采，为企业配置顶级资源，用品牌深耕冰雪产业；冰壶世界杯主办城市和商务开发招标邀请工作正式启动-----

冰壶世界杯作为北京冬奥周期开启后首个落地中国的冬季项目国际赛事，承载着2022年北京冬奥会冰壶积分赛的重要使命。世界冰壶联合会将会为冰壶世界杯全部赛事制作国际标准信号，赛事将会在全球范围内播出。 收起全文d",2,78,,,4.19714E+15,W主见,2018/1/17 11:23,
,comment,4.20274E+15,,您好像也参加过北京奥运会吧,2,,,,4.20227E+15,用户6079770444,2018/2/1 22:33,https://weibo.com/6079770444
,comment,4.25344E+15,,应该是空中技巧吧,2,,,,4.25338E+15,韭菜大蒜榴莲饼,2018/6/21 19:49,https://weibo.com/wendy1809
3486,北京2022年冬奥会和冬残奥会组织委员会官方微博,5,187,5月22日，“共筑雪上中国梦” 自由式滑雪空中技巧国家队走进北京市朝阳区实验小学主题活动在京举行 2018年平昌冬奥会男子自由式滑雪空中技巧银牌得主@贾宗洋 向同学们了自己的冬奥故事，讲解了冰雪运动知识，并与同学们进行了冰雪运动的体验互动欢笑声让贾宗洋不禁感叹：“我在这里又享受到了童年的快乐。” #冬奥一起来#（图/中国冰雪） 收起全文d,2,513756,9,42,4.24317E+15,北京2022年冬奥会,2018/5/24 11:53,
,comment,4.19695E+15,,看过《张艺谋的2008》纪录片，太震撼了。世界上最伟大的导演。,3,,,,4.19694E+15,石头和鸡蛋,2018/1/16 23:08,https://weibo.com/5236368578
,comment,4.24605E+15,,实在!,3,,,,4.24603E+15,孤翠奶,2018/6/1 10:52,https://weibo.com/6429226591
